instrument_id,local_symbol,live_symbol
3534,WS.MI,WBD.MI
3535,P&CS.MI,PIA.MI
3536,MTS.MI,MAIRE.MI
3537,IDNS.MI,DNR.MI
3538,DS.MI,DLG.MI
3539,TS.MI_3539,TGYM.MI
3540,CES.MI,CE.MI
3541,TIPS.MI,TIP.MI
3542,FS.MI,FCT.MI
3543,AS.MI_3543,ACE.MI
3544,SS.MI_3544,SES.MI
3545,ZVS.MI,ZV.MI
3546,IS.MI,ICOS.MI
3547,ES.MI,ENAV.MI
3548,SS.MI_3548,SOL.MI
3549,SS.MI_3549,SL.MI
3550,AHN.MI,ARIS.MI
3551,GS.MI,GVS.MI
3552,D&C.MI,DAN.MI
3553,SGS.MI,SCF.MI
3554,RWS.MI,RWAY.MI
3555,IS.MI_3555,ITM.MI
3556,CIS.MI,CRL.MI
3557,ELS.MI,EGLA.MI
3558,CHN.MI,CEM.MI
3559,GMS.MI,MOL.MI
3560,ACPS.MI,ARN.MI
3561,EDFS.PA_3561,EDF.PA
3562,NS.PA,NEX.PA
3563,GETS.PA,GTT.PA
3564,TEN.PA,TE.PA
3565,ES.PA_3565,ERA.PA
3566,VIRIDI,VIRI.PA
3567,VERALL,VRLA.PA
3568,AS.PA_3568,AYV.PA
3569,IS.PA,IPS.PA
3570,ES.PA_3570,EAPI.PA
3571,CS.PA_3571,COFA.PA
3572,VUSION,VU.PA
3573,MERCIA,MERY.PA
3574,R&CS.PA,ROTH.PA
3575,AS.PA_3575,ARG.PA
3576,IS.PA_3576,ITP.PA
3577,V&CS.PA,RIN.PA
3578,DS.PA_3578,DBG.PA
3579,ES.PA_3579,ALESK.PA
3580,MS.PA,MRN.PA
3581,BS.PA_3581,BEN.PA
3582,VS.PA_3582,VIRP.PA
3583,LS.PA_3583,LSS.PA
3584,XFS.PA,XFAB.PA
3585,EM&.PA,MAU.PA
3587,CS.PA_3587,CARM.PA
3588,TC.PA,TKO.PA
3589,PIS.PA,PEUG.PA
3590,CDL.PA,ODET.PA
3592,KTP,KAPE.L
3593,JP.L,JET2.L
3595,SIRP,SUPR.L
3596,KSP,KWS.L
3597,YCP,YCA.L
3598,BCL,BUR.L
3599,CGP.L,CVSG.L
3600,4GP,FOUR.L
3601,SEP.L,SQZ.L
3602,GGP.L,GBG.L
3604,JSGP.L,JSG.L
3607,CPHP,CWR.L
3608,IRL,MLI.L
3611,IAM.L,IPX.L
3612,LTGP.L,LTG.L
3613,GCP,GAMA.L
3616,AGIP,ALPH.L
3617,ULRP,SHED.L
3618,N1GP,NFG.L
3620,HFGP,HFG.L
3621,FTP.L,FDP.L
3622,SMSP,SMS.L
3623,MP.L,MRL.L
3624,TEP,EBOX.L
3625,RHP.L,RNWH.L
3627,AIGP,AWE.L
3628,YP.L,YOU.L
3632,JSP.L,JDG.L
3635,WPSP,WPS.L
3636,CP.L,CRW.L
3637,ESPP,ESP.L
3639,IEP,ITH.L
3640,BCGP,BCG.L
3641,TGP.L,TM17.L
3643,MGIP,MEGP.L
3645,JHP,JHD.L
3647,BTP,BIG.L
3648,AFM,AFM.L
3649,BOC,BOCH.L
3650,JMHL,JAR.L
3653,MK.DE_3653,MRK.DE
3654,SA.DE_3654,SRT3 GY
3655,HA.DE_3655,HAG.DE
3656,SAEN.DE,SAE.DE
3657,VVBA.DE,VBK.DE
3658,FS.DE,FTK.DE
3659,VOW3.DE_3659,VOW.DE
3660,HA&.DE_3660,HEN.DE
3661,NS.DE_3661,NA9.DE
3662,VTA.DE,VTWR.DE
3663,K&CS.DE,KCO.DE
3664,TS.DE,8TRA.DE
3665,BS.DE,BFSA.DE
3666,VTGA.DE,VTSC.DE
3667,PA.DE_3667,PNE3.DE
3668,ESS.DE,ELG.DE
3669,DA.DE_3669,DEZ.DE
3670,HS.DE,HYQ.DE
3671,SA.DE_3671,SYAB.DE
3672,AGS.DE,AG1.DE
3673,PVTA.DE,PFV.DE
3674,SS.DE_3674,STM.DE
3675,DHS.DE_3675,DMP.DE
3676,EA.DE,EKT.DE
3677,GTS.DE,GFT.DE
3678,SS.DE_3678,SUSE.DE
3679,FA.DE_3679,FYB.DE
3680,HHA.DE,HBH.DE
3681,ANS.DE,ADV.DE
3682,FVGS.DE,VH2.DE
3683,SS.DE_3683,ST5.DE
3684,NDA.DE,NB2.DE
3685,CA.DE_3685,CE2.DE
3686,VVA.DE,VIH1.DE
3687,BDG.DE,BVB.DE
3688,WNS.DE,WAC.DE
3689,3HA.DE,UUU.DE
3690,HRA.DE,HABA.DE
3691,MS.DE,MBB.DE
3692,JWS.DE,JST.DE
3693,HHU.DE,HHFA.DE
3694,FS.DE_3694,FPE.DE
3695,SS.DE_3695,SBS.DE
3696,LL&.DE,LPK.DE
3697,BA.DE_3697,BYW6.DE
3698,MS.DE_3698,MLP.DE
3699,SSNA.DE,YSN.DE
3700,AS.DE_3700,ADN1.DE
3701,ASA.DE,AOF.DE
3702,MS&.DE,MUX.DE
3703,AWA.DE,AB9.DE
3704,AA.DE_3704,AAG.DE
3705,AFA.DE,AAD.DE
3706,IGS.DE,IOS.DE
3707,KSS.DE,KWS.DE
3708,FS.LS,FDR.MC
3709,CAE.LS,ANE.MC
3710,GCOS.LS,GCO.MC
3711,CAS.LS,CIE.MC
3712,VS.LS,VID.MC
3713,LFRS.LS,ROVI.MC
3714,EIY.LS,EIDF.MC
3715,FFS.LS,FAE.MC
3716,CYA.LS,CAF.MC
3717,LDA.LS,LDA.MC
3718,GRS.LS,GRE.MC
3722,WN1_3722,3QSS.DE
3955,IA&,2B76.DE
3959,LCS,USPY.DE
4001,BMC,B
4004,AT,AKAM
4005,AKORN,AKRX
4006,ALLEGI,ALLE
4009,AUTONA,AN
4011,ANSYS,ANSS
4018,BPPL,BPY
4019,MDC,MTN dummy CVR
4021,AIS,BUD
4027,CB,CBPO
4035,TCCI,COO
4036,CARTER,CRI
4037,UGI,UNIT
4039,CE,CVI.US
4040,CR,CVRR
4041,CYBERA,CYBR
4046,DPI,DPZ
4050,EG,ESNT
4064,GAL,GLPI
4066,GL,GRMN
4067,GLOBAL,GSAT
4070,HNL,HLF
4071,HH,HRI
4073,HGHI,HTZ
4074,HUBSPO,HUBS
4075,IBG,IBKR
4077,ILLUMI,ILMN
4079,IMPERV,IMPV
4080,IC,INCY
4081,IL.NS,INFY
4083,INVENS,INVN
4091,KWI,KRO
4093,LAC,LAMR
4095,LGA,LBTYA
4096,LGC,LBTYK
4098,LLAL,LILA
4099,LTC,LLTC
4105,MACI,MAA
4107,MG,MEG
4110,MAKEMY,MMYT
4114,MWPI,MWA
4117,NR,NEWR
4121,NS,NXPI
4122,PM,P_old
4123,PES,PAM
4124,PAN,PANW
4125,PBI,PBYI
4133,RBII,QSR
4135,RH,RHT
4136,TL,RIG
4138,RTI,ROP
4141,SCC,SBAC
4142,SB,SBNY
4145,SIC,SEIC
4146,TGHI,TMX
4149,SJL,SIG
4153,STERIC,SRCL
4155,STHN,ST
4159,S&W,SWBI
4162,SYNTEL,SYNT
4163,TGI,TDG
4165,TPHI,TPH
4166,SOMNIG,SGI
4172,VMS,VAR
4174,VHL,VIPS
4176,VMWARE,VMW
4178,VERISI,VRSN
4179,VPI,VRTX
4180,BHCI,BHC
4181,VOI,VSTO
4185,WIP,WFT
4188,5I_4188,WUBA
4189,DSI,XRAY
4190,IXIA,XXIA
4193,ZENDES,ZEN.US
4194,ZOETIS,ZTS
4197,SFEC,SIX
4198,WRG,GRA
4199,WENDY',WEN
4204,RHL,RNR
4206,VNI,VISN
4208,TD&B,DNB
4210,OMI,OUT
4211,M&M_4211,MMI
4216,BNH,HAWK US
4218,AMPLIF,AMP.MI
4219,BG.MI,BGN.MI
4220,BB.MI_4220,BAMI.MI
4221,BREMBO,BRE.MI
4222,DIASOR,DIA.MI
4223,FINECO,FBK.MI
4224,ITALGA,IG.MI
4225,JFC.MI,JUVE.MI
4226,P&C.MI,PIRC.MI
4227,PI.MI,PST.MI
4228,RECORD,REC.MI
4230,UNIPOL,UNI.MI
4231,SHEL.L_4231,RDS.A
4232,NOVN.SW_4232,NVS
4235,BHP.AX_4235,BHP
4237,TTE.PA_4237,VTI
4238,VS5E,VOO
4239,APA,AZN
4240,RIO.AX_4240,RIO
4241,LP,LIN
4242,PBA,PBR.A
4244,AHN,ASML
4245,DDNI,DD
4246,IUHA,ITUB
4248,VFD,VEA
4250,BBA,BBD
4251,ISI,ISRG
4252,VFEM,VWO
4254,TUI,TMUS
4257,OPC,OXY
4258,VVE,VTV
4261,DTIC,DELL
4262,IR1,IWF
4263,WIA,WDAY
4264,ADI,ADI.US
4265,ELC,EW
4266,PFI,PRU
4267,VGE,VUG
4269,IR1_4269,IWD
4270,PS,PSA
4271,TTE.PA_4271,BND
4273,ECP,ETN
4274,VREE,VNQ
4275,LIN,LYB
4280,TAHC,AMTD
4283,SXHI,SIRI
4285,ER,EQR
4286,ACPA,TEAM
4289,DRTI,DLR
4290,ZBHI,ZBH
4291,FDCA,FDC
4293,RCCL,RCL
4294,ANI,ANET
4296,VSBE,BSV
4298,VFAE,VEU
4301,IS5_4301,IVW
4305,IML,INFO
4307,RIC,O
4309,LAI,LULU
4310,GPI,GPN
4311,ITBE,TIP
4312,HPEC,HPE
4314,BPI,BXP
4315,TEGA,TAL
4319,IR1E,IWB
4320,ILI,IDXX
4321,I0Y_4321,SHV
4323,VSIA,VEEV
4324,IRME,IWR
4325,AWW,AWK
4326,CDSI,CDNS
4328,C&D,CHD
4330,DTC,DXC
4333,FRB,FRCB
4335,YCHI,YUMC
4336,TPIA,TEVA
4337,TTE.PA_4337,TSS
4340,TIA,TWLO
4341,OCIA,OPTU
4344,MIPI,MXIM
4348,IP&,PFF
4350,ACMI,NLY
4351,NOE,EDU
4352,IF&F,IFF
4356,STP,STX.US
4357,VFEE,VGK
4358,MTGL,MRVL
4361,TRANSU,TRU.US
4364,MMMI,MLM
4366,BFS,BR
4368,SFG,SIVBQ
4371,EAHI,ELAN
4374,KCS,KSU
4375,PESM,MINT
4376,ESC,EXAS
4377,TSIA,DATA
4378,PSI,PAYC
4379,CEEI,CTRA
4380,SLA,STNE
4381,LWHI,LW
4383,USGI,ULTI
4388,IS5_4388,SPLV
4392,SBH,JNK
4393,BFHI,BFH
4394,IR2,IWO
4395,AME,AMLP
4396,IR2_4396,IWN
4397,OSC,ON
4399,TDI,TTD
4401,ZBN,ZION
4403,ZI,ZS
4407,SB1,BIL
4408,UDC,OLED
4412,ZGHI,ZAYO
4413,FBI,FIVE
4414,NIA,NTNX
4418,MTL,MLNX
4419,XLI,XPO
4422,PEIA,PE
4425,VMI,VSM
4428,ISLE,BKLN
4430,IST,SLV
4432,IMCE,MCHI
4435,BFI,BHF
4439,TDCI,TNDM
4441,IMH,EWH
4442,SSR,XLRE
4444,WPC,WLL
4446,IMGE,EWG
4447,XHC,ASHR
4449,SSBE,KBE
4450,KCCI,KWEB
4452,JH&,JKHY
4453,XME,XS6R.L
4454,XN2,XDJP.L
4459,PUSQ,SQQQ
4460,VD2,TVIX
4465,PUQ,TQQQ
4466,FTCC,SKYY
4467,XMI,XCX5.L
4481,TSM.TW,TSM
4482,0700.HK_4482,TME
4488,BILIBI,BILI
4491,VMVE,VOE
4493,ISM,IJJ
4494,INM,MUB
4495,BARC.L_4495,TFI
4498,TTE.PA_4498,BNDX
4499,NT,NIU
4501,AAGN,ABN.NV
4504,ANN,AKZA.NV
4505,AEN,ATC.NV
4513,BSIN,BESI.NV
4514,KBWN,BOKA.NV
4516,KDN,DSM.NV
4517,FTCU,FLOW.NV
4519,GN,GVNV.NV
4521,HEINEK,HEIA.NV
4522,HHN,HEIO.NV
4524,IN,IMCD.NV
4526,KPN,KPN.NV
4529,ON,OCI.NV
4532,PN,PNL.NV
4533,RHN,RAND.NV
4534,SON,SBMO.NV
4535,SN,LIGHT.NV
4537,JETN,TKWY.NV
4539,TG,TWEKA.NV
4540,TB,TOM2.NV
4541,ULVR.L_4541,UNA.NV_OLD
4542,KVN,KVW.NV
4544,WN,WHA.NV
4545,WKN,WKL.NV
4546,KAN,AD.NV
4548,UNIBAI,URW.PA
5000,AG.PA_5000,ATO.PA
5001,DS.PA_5001,DSY.PA
5002,SS.PA_5002,SW.PA
5003,SN.PA,STMPA.PA
5004,TL.PA,FTI.PA
5006,ATS.PA,ALT.PA
5007,AS.PA_5007,AMUN.PA
5008,SBS.PA,BB.PA
5009,BIOMER,BIM.PA
5010,BS.PA_5010,BOL.PA
5011,BVS.PA,BVI.PA
5012,CGPS.PA,CO.PA
5013,CA.PA,CNP.PA
5014,DAS.PA,AM.PA
5015,ES.PA_5015,FGR.PA
5016,EGS.PA,ELIOR.PA
5017,ESS.PA,ERF.PA
5018,EN.PA,ENX.PA
5019,FDS.PA,FNAC.PA
5020,GENFIT,GNFT.PA
5021,GS.PA,GET.PA
5022,GA.PA,ADP.PA
5023,IS.PA_5023,ILD.PA
5024,IGS.PA,ING.PA
5025,IS.PA_5025,IPN.PA
5027,KS.PA_5027,LI.PA
5028,LS.PA_5028,MMB.PA
5029,MTS.PA,MMT.PA
5030,NS.PA_5030,KN.PA
5031,NS.PA_5031,NXI.PA
5032,OPMOBI,OPM.PA
5033,RCS.PA,RCO.PA
5034,SS.PA_5034,SK.PA
5035,SSG.PA,SOP.PA
5036,SUEZ,SEV.PA
5037,TS.PA_5037,TKTT.PA
5038,VS.PA_5038,VANTI.PA
5039,TG.PA,TFI.PA
5040,TG.PA_5040,HO.PA
5041,TS.PA_5041,TRI.PA
5042,UES.PA,UBI.PA
5043,VS.PA_5043,VK.PA
5044,CD.PA,CDI.PA
5074,GROWGE,GRWG
5090,RHC,RPAY
5097,WEBI,FREE
5101,NIL,NNOX
5145,AMD,DOX
5245,KCHL,KC
5263,MAI,MANH
5391,DGC,DG.US
5452,SPI,FOUR
5491,ATH-,ASX
5500,P5L,PLUS.L
5501,CMP,CMCX
5502,GCHL,GCAP
5505,CHEWY,CHWY
5507,FARFET,FTCHQ
5508,AS.LS,ACX.MC
5509,AS.LS_5509,AENA.MC
5510,LAS.LS,ALM.MC
5512,ASS.LS,APPS.MC
5518,EEY.LS,ENC.MC
5523,GA.LS,GEST.MC
5526,CDD.LS,LOG.MC
5527,MIS.LS,MAS.MC
5528,MHIS.LS,MEL.MC
5533,PMS.LS,PHM.MC
5534,PCD.LS,PSG.MC
5542,UBS.LS,UNI.MC
5544,VS.LS_5544,VIS.MC
5560,AT.PA,AKA.PA
5561,DT.PA,DBV.PA
5567,IREN,IRE.MI
5569,APMM.CO,MAERSKB.CO
5571,HO,HIAB.HE
5572,DO,DNA.HE
5576,MB,METSB.HE
5580,OO,OUT1V.HE
5591,AA.SW,AMS.ZU
5592,LGA.SW,LAND.ZU
5593,UHA.SW,UBXN.ZU
5596,DHA.SW,DAE.ZU
5598,SRA.SW_5598,SRAIL.ZU
5603,SSTA.DE,S92.DE
5604,KD&,KTOS
5608,PS.PA_5608,PARRO.PA
5609,D-,DOYU
5610,RYANAI,Ryanair
5611,CS.PA_5611,ALCLA.PA
5612,GBTB,GBTC
5613,HGH,HTZWW
5615,QTI,QFIN
5623,BPSI,BLDP
5634,EEI,ENPH
5635,EWI,EEFT
5636,FL,FLEX
5646,JOI,JOUT
5659,SLI,SLAB
5661,UEI,UEIC
5662,ZTC,ZBRA
5664,JTA,JMIA
5665,FRSI,FDS
5666,2CGI,XXII
5667,3SC,DDD
5672,BHFS,BFAM
5675,CED,CIG
5679,ZHC,ZEPP
5682,IIP,IIPR
5683,IMSI,INSP
5685,LPI,LTC.US
5686,MSC,MX
5687,MSCC,MAIN
5688,PMGI,MD
5691,OTI,ORA.US
5692,HTTL,HTT
5694,SII,STAG
5696,TCL,TEL.US
5697,VSI,VSLR
5698,WWII,WW
5702,18FC,FLWS
5703,BAHI,APRN
5704,CBO,CBRL
5705,JMC,JBTM
5706,PJII,PZZA
5708,SFMI,SFM
5710,UFHC,USFD
5711,WEWORK,WE.US
5712,CLOUDF,NET
5715,9I,JFU
5721,HS.MI,HER.MI
5722,IG.MI,IP.MI
5724,AA.CO_5724,AMBUB.CO
5726,F&CA.CO,FLS.CO
5727,GSNA.CO,GN.CO
5728,JBA.CO,JYSK.CO
5729,RIBA.CO,ROCKB.CO
5730,RUA.CO,RBREW.CO
5731,SA.CO_5731,SIM.CO
5732,LB,LKFT.NV
5733,IGN,INGA.NV
5735,A&V,ACKB.BR
5741,GBL,GBLB.BR
5742,KG,KBC.BR
5745,TGHN,TNET.BR
5746,US,UCB.BR
5747,UMICOR,UMI.BR
5748,WDPN,WDP.BR
5754,BCPS,BCP.LSB
5755,E-E,EDP.LSB
5757,JMSS,JMT.LSB
5758,AS.PA_5758,ATE.PA
5759,ARKEMA,AKE.PA
5760,CS.PA_5760,COV.PA
5761,ES.PA_5761,EDEN.PA
5762,ES.PA_5762,ELIS.PA
5763,EURAZE,RF.PA
5764,EC.PA,ETL.PA
5765,FORVIA,FRVIA.PA
5766,GECINA,GFC.PA
5767,IS.PA_5767,ICAD.PA
5768,IMERYS,NK.PA
5769,JCD.PA,DEC.PA
5770,ES.PA_5770,EMEIS.PA
5771,RS.PA,RXL.PA
5772,RS.PA_5772,RUI.PA
5773,SSBS.PA,DIM.PA
5774,SS.PA_5774,SCR.PA
5775,SGF.PA,SESG.PA
5776,SS.PA_5776,SPIE.PA
5777,TS.PA_5777,TEP.PA
5778,WENDEL,MF.PA
5779,WS.PA,WLN.PA
5781,KOB,KESKOB.HE
5785,OOCB,ORNBV.HE
5789,SPCP,STJ.L old
5799,NA,NEL.OL
5801,VMA,VEND
5804,AI.SW,ALC.ZU
5806,BHA.SW_5806,BALN.ZU
5807,BCA.SW,BARN.ZU
5808,BIA.SW,BUCN.ZU
5809,CMBA.SW,CMBN.ZU
5811,CA.SW,CLN.ZU
5812,DHA.SW_5812,DKSH.ZU
5813,AA.SW_5813,AVOL.ZU
5814,EHA.SW,EMSN.ZU
5815,FZA.SW,FHZN.ZU
5816,GA.SW_5816,GALE.ZU
5818,HBHA.SW,HBAN.ZU
5819,K&N.SW,KNIN.ZU
5820,LIS.SW,LOGN.ZU
5821,LGL.SW,LONN.ZU
5822,OOCA.SW,OERL.ZU
5823,PHS.SW,PARG.ZU
5824,PGHA.SW,PGHN.ZU
5825,PSPA.SW,PSPN.ZU
5826,SHA.SW,SCHP.ZU
5827,SL.SW,SIKA.ZU
5828,SHA.SW_5828,SOON.ZU
5829,SHL.SW,STMN.ZU
5830,SCGL.SW,SRCG.ZU
5831,SPSA.SW,SPSN.ZU
5832,TGA.SW,TECN.ZU
5833,TL.SW,TEMN.ZU
5834,VGL.SW,VACN.ZU
5835,VPA.SW,VIFN.ZU
5838,CTS.LS,CLNX.MC
5839,CSSS.LS,COL.MC
5840,MPSS.LS,MRL.MC
5843,AA.ST,AAK.ST
5844,CA.ST,CAST.ST
5845,DGA.ST_5845,DOM.ST
5846,EASB.ST,EKTAB.ST
5847,EA.ST_5847,EPIA.ST
5848,EASB.ST_5848,ESSITYB.ST
5849,FA.ST,FABG.ST
5850,FAB.ST,BALDB.ST
5851,GASB.ST,GETIB.ST
5852,HASB.ST_5852,HPOLB.ST
5853,HASB.ST_5853,HUSQB.ST
5854,IASB.ST,INVEB.ST
5855,KGP.ST,KINDSDB.ST
5857,LA.ST,LOOMIS.ST
5858,NIA.ST,NIBEB.ST
5860,SASB.ST_5860,SAABB.ST
5862,SOBA.ST,SOBI.ST
5863,TASB.ST_5863,TEL2B.ST
5882,PAHS.DE,PAH3.DE
5888,FU.PA,FDJU.PA
5952,CL,CISN
5958,ZVCI,ZM
5962,COI,CSOD
5964,STHI,SSNC
5965,WMGN,WMGI
5971,ODF,ODFL
5973,MPTI,MPT
5977,EPTI,ESS
5979,AEOI,AEO
5986,ESSI,EXR
5991,OBO,OLLI
5993,CPC,CPE
5996,LPT,LPT.OLD
5998,TFO,SKT
6002,VRT,VNO
6004,EGL,EG
6007,DRC,DRE
6011,OHII,OHI
6016,AHL,ATH.old
6017,NL,NVCR
6020,VRI,MTN
6022,SFI,SFIX
6025,ART,COLD
6028,MHC,MTH
6029,BWC,BJ
6034,HGVI,HGV
6035,RCC,REG
6037,CLI,CRUS
6038,PNGI,PENN
6041,BGS,BG
6042,PHSI,PRAH
6044,FRIT,FRT
6045,ARI,ARCH
6046,WPSI,WST
6048,ZECI,ZTO
6050,EUI,WTR
6051,DOC,DECK
6054,WGL.HK,288.HK
6056,QHI,QTWO
6058,B&BI,BRO
6062,KH,KBH
6066,RIRI,REXR
6067,DBGI,DNKN
6074,CUBESM,CUBE
6077,MRC,MTDR
6078,UP&,PRKS
6079,PHT,PEB
6081,MVWC,VAC
6085,LNCL.HK,2331.HK
6088,HRTI,HR
6091,HGL,HTHT
6106,D&B,PLAY
6112,ASA,AZUL
6113,8I,EGHT
6115,EVC,EV
6116,PAH.HK,1833.HK
6120,QRI,QEP
6122,CDS,SBS
6123,FBR,FBP
6124,JIT,JACK
6125,SMI,SUM
6126,TRI,TXRH
6131,BPH,BHVN.OLD
6132,STC,SXT.US
6133,OPI,OAS.OLD
6135,STCL.KS,SKM
6137,MCL.HK,00066.HK
6139,OS,OIBR
6141,DTRI,TACO
6143,IBI,ISBC
6144,CRC,CNX
6148,KCL.HK,3888.HK
6150,CTI.HK,6055.HK
6151,IBPI,IBP
6153,TA.DE_6153,TMV.DE
6169,GTI,GRCE
6170,DPC,DMKPQ
6171,QIA,XM
6172,AZI,AEZS
6174,STL,AIHS
6176,STGI,SHLS
6179,RA7,ARPO
6182,AGC,AVCO
6184,ALSC,AVXL
6185,CSA,CRTO
6188,BGI,BHTG
6193,BCC,BLNK
6197,PRC,PR
6202,CJDI,CJJD
6203,CTI,CLDX
6207,CPI,COCP
6208,MCGI,COOP
6210,CMI,CTRM
6212,KEI,KUST
6216,EBHI,EKSO
6220,FAHL,FRSX
6221,GTL,GENE
6224,GML,GLBS
6226,KSI,TOON
6227,CST,CSCW
6230,HMDI,HTGMQ
6232,IL,IMRN
6233,XAI,XTIA
6234,IWI,IZEA
6235,JHI,JAGX
6236,KBI,KIN
6237,KPL,KTOV
6238,GNO,GNOG
6240,NCI,NEGG
6241,LFAI,LMFA
6244,MDHI,MARA
6246,MBI,MBRX
6248,VTI,VRDN
6251,BBL,BTB
6253,NAI,NBEVQ
6254,NES,NESR
6255,NDL,NNDM
6256,IPI,INDP
6259,TPI,TRAW
6260,OHI,ONVO
6264,PPI,PLUG
6272,SMHC,SHIP
6275,2I,TWOUQ
6282,CSPI,SXTC
6287,TSI,TOPS
6289,BTC,BTTC
6292,VVI,VBIVQ
6299,WTI,WRAP
6300,ETI,XELA
6301,XGI,XSPA
6302,ZO&,ZNOG
6303,ZPC,ZSANQ
6313,ATHI,ARCT
6322,GXC,CLOU
6324,CTA,CRSP
6327,ISDE,DVY
6328,EHL,EH
6334,FEI,FCEL
6337,HFSI,HALL
6338,TBC,TBCH
6339,HIA,AHG
6340,FTM,MDIV
6342,MPI,MRNS
6344,MNI,NERV
6345,NHI,NMIH
6350,PTN,PRQR
6353,GXN,QYLD
6357,VVSE,SMH
6358,GXI,SNSR
6359,GXS,SRET
6360,SOI,SURF
6362,TPHC,TNXP
6365,VR1,VONG
6368,TTE.PA_6368,VXUS
6369,WCCF,WCLD
6370,WHCI,WIMIold
6372,ABC,ABUS
6374,ATP,ADAP
6382,ACC,ARCC
6385,SGTI,SIOX
6386,ASIP,AY
6399,TCGI,CG
6401,TCWI,CHEF
6403,CIHL,CIH
6404,CEFC,CLNE
6411,CNL,CRNT
6412,CWCL,CWCO
6417,DXGI,DXLG
6418,EBSI,EGLE
6419,EIG,EIGI
6421,TLEA,ERIC
6422,NBC,FIZZ
6426,GAGL,GIII
6428,GLL,GLNG
6430,GLPL,GMLP
6431,GOHC,GO
6439,HCI,HCAT
6452,ICI,IRDM
6455,KTGI,KNDI
6456,LEHI,LECO
6459,LSC,LSCC
6461,LTHI,LTRPA
6466,IF2,MIDD.L
6469,MR&,MLCO
6471,MPSI,MPWR
6476,NTP,NBRVF
6478,N&C,NDLS
6483,NGI,NMRK
6484,NMGI,NXST
6488,1HI,ONEM
6489,OPIT,OPI
6492,OTP,ORTX
6495,PASC,PAAS
6496,PBO,PACB
6497,PUFI,PBCT
6499,PFR,PFLT
6504,PH&,PLYA
6505,PIC,PNNT
6511,PVC,PVAC
6513,QC,QDEL
6514,UN,QURE
6520,RPP,RPRX
6521,RRG,RRGB
6522,RRRI,RRR
6524,RHGI,RUTH
6525,RMI,RVMD
6529,SIS,SDGR
6531,L&WI,LNWO
6540,SWHI,SPWH
6542,ESAI,STAY
6544,SPT,SVC
6551,TN,TRVG
6552,TSL,TSEM
6554,1GI,TXG
6557,UCI,USCR
6558,UTC,UTHR
6559,VL,VEON
6560,VBI,VIR
6563,VIC,VREX
6568,WMGC,WMG
6569,WHI,WTRH
6571,XL,XNET
6576,ZTI,GTM
6577,AATI,AAT
6579,ARTI,ABR
6580,ACCI,ACC
6581,ARC,ADC
6582,AEML,AEM
6584,FMSC,AG
6586,AIA,AIV
6587,ARHI,AJRD
6590,AMC,AM
6591,AEHI,AMC
6593,AH4R,AMH
6596,AOSC,AOS
6598,AGMI,APO
6599,EWTC,AQUA
6601,ADHI,ARCO
6603,ARRI,ARR
6604,AAL,AU
6605,YGI,AUY
6609,BBAS,BBAR
6610,BARC.L_6610,BCS
6612,FFS,FLKR
6613,BRT,BDN
6614,BEC,BE
6616,BH&,BHR
6617,BIPL,BIP
6618,BSLI,BKD
6620,BBHI,BOOT
6621,BDL,BORR
6622,BPGI,BRX
6623,BSML,BSM
6626,B&W,BW
6627,BMTI,BXMT
6632,CBDD,CBDBY
6637,CRTI,CDR
6638,CPRL,CP
6641,SW,SAVAW
6643,CIC,CIM
6644,CLT,CLDT
6646,RMC,RPTX.CVR
6647,DGI,DBRG
6648,CIB,CM
6651,CNRL,CNQ
6652,GCBC,CO
6655,CHS,CPA
6658,CTTI,CTT
6664,C&WP,CWK.US
6665,CPTI,CXP
6666,DNI,DBDQQ
6671,PRT,DOC.Acquired
6674,GEGI,GLFE
6675,DCI,DX
6678,ZSSL,ZIM
6679,EGC,EGO
6680,EPI,EGP.US
6682,ELPI,ELS
6683,EMPL,ENBL
6686,EPR,EPRT
6690,EIP,EMWP
6691,ESR,ESRT
6694,EMC,ETRN
6695,EN.PA_6695,CMBT.BR
6698,FCAN,FCAU
6699,FCI,FCN
6700,XIA,XPEV
6701,EGHN,XPRO
6704,FIR,FR.US
6706,FKCC,FSK
6707,FSMI,FSM
6708,FAL,FTAI
6710,UTCI,TDAY
6713,GGI,GEO
6714,GFL,GFI.US
6718,GMRI,GMRE
6719,GNLI,GNL
6723,GRC,GTY
6724,GCI,GVA
6725,HAS,HASI
6727,HHHI,HHH
6728,HPI,HIW
6729,HES,HLX
6730,HGM,HMY
6731,AHGI,HOME.old
6732,H&PI,HP
6733,HPPI,HPP
6741,HAI,HWM
6743,FIFE,INCM
6744,IBL.NS,IBN
6749,SHPI,INN
6751,IRTI,IRT
6752,IMCI,IVR
6755,TSJC,JOE
6760,KLGL,KL
6762,KEL,KOS
6765,LEI,LBRT
6767,NSI,NSTB
6771,LRT,LXP
6773,TMC.TW,MAC
6775,MTP,MBT
6779,MFI,MFA
6781,MGPL,MGP
6782,MO&,MGY
6785,ML,MPLX.US
6787,MSG,MSGS
6789,8058.T,MUFG
6790,MMI,MUX
6791,NATL,NAT
6793,NRPI,NNN
6794,NFL,NOMD
6795,SEII,NOVAQ
6796,NRIC,RITM
6797,NEL,NS
6798,NSAT,NSA
6799,NSEI,NUS
6800,NHL,NVGS
6801,TNY,NYT
6805,OWC,OTIS
6807,PDS,PACDQ
6808,PPC,PBA
6811,PRTI,PDM
6814,PRE,PEI
